label,Trad_wtp3_bounds,ES_wtp3_bounds,treatment,mistakes_total,MPLWhy
5ea48ae3461d1044f2d282cc,"(100, 140)","(100, 140)",low,0.0,I see no reason Alex should receive fake notes when copies of the books with real notes are available. 
611465b0cdf9e7bb34a05898,"(10, 15)","(15, 25)",high,1.0,I personally thought I had chosen give the original both times. I do not remember willingly selecting WILL NOT give at all. 
62ec6448b97885449097b71f,"(10, 15)","(0, 0)",middle,1.0,"Case one simply gave Alex the original notes and the alternative is the fake notes, case two applied a cash incentive if the notes were fake. I figured $15 and fake notes was a good trade-off. "
62c4dbae8fb1ff9cd93a3150,"(25, 45)","(-inf, -1)",middle,0.0,"If he know that the notes are fake he might not want the books. If they are fake, a bonus might offset it not being original notes."
61705235c277934df17055e6,"(0, 1)","(0, 1)",low,1.0,I was just looking to give Alex a bonus. Even though he loves economics I was thinking a bonus would be nice for them to have.
62896076149e8f156545884c,"(0, 1)","(0, 0)",high,1.0,"I figured if he does not know weather he is getting the real or the fake versions, why not just give them the fake version.  On the other hand, if he does know which one he is getting, I think the decent thing to do is give him the real version.  I didn't use any deep thought process, just my own common sense as to what I would want myself."
5fdca41ecb769722e2266d8a,"(25, 45)","(15, 25)",high,0.0,"I felt that if Alex knew they were fake notes then the surprise should be worth more to possibly ease his disappointment. That is why I raised the surprise, he could buy more for himself. Truth is, even though Alex admires the professors, I don't know if he cares or not whether the notes are fake or real."
55ca03e1fdf99b2735fc1dde,"(0, 1)","(0, 0)",low,0.0,"In case 1 you guys do the informing.  After that, I don't care whether he knows or not.  I think he'd rather have the money when available."
5d380f164803980016b2210d,"(0, 1)","(0, 1)",middle,0.0,I dint really care if the professor received the fake copies since they know their hand writing as long as Alex got the real deal i didn't care about the other books
5bc151ece6491a00013a21f3,"(140, 200)","(70, 100)",low,1.0,Since Alex is a really big fan I think he'd appreciate the original notes more whilst knowing they're the original. I think the option with him not knowing would not be as big of a deal since there's a 75 percent chance he can assume it's not the original.
615880a66bc32302998866d9,"(70, 100)","(70, 100)",high,0.0,I thought I gave the same answers in that I would prefer he get the original unless the bonus is  100 or more. 
5ced23c585712e00190bd98a,"(2, 3)","(0, 1)",middle,1.0,I think if Alex knows the truth he doesn't deserve a bonus.  If he does not I feel like we owe him something.
60f2a2b4932fed5326988e0f,"(0, 1)","(-1, 0)",middle,1.0,I gave different responses because I wanted Alex to get the most money. I also did not care if he had the books with the fake notes as long as he did not know but if he did know I wanted to give him the book with the original notes. I wanted him to get a bonus whether they were original or fake so that is why I chose that.
609550ebd2fd05085720eca0,"(70, 100)","(70, 100)",middle,0.0,"$100 seems like it's a lot of money in either situation, so to me it doesn't matter whether or not he knows or not"
5d0bb1874d659a0001391226,"(70, 100)","(45, 70)",high,0.0,"Where he wouldn't know, I found the $70 amount to be a good amount to offset the choice of fake notes. When he would know the difference it seemed that $70 bonus would be an odd amount and $100 seemed a better option."
5d63179aa3b94d0001da4bb6,"(10, 15)","(10, 15)",middle,0.0,I like the idea of Alex receiving the original notes each time.
58635484a73baa00010db537,"(70, 100)","(100, 140)",high,0.0,"The reason why I decided these decisions for case 1 and case 2 is because if Alex knows that he got the original ones versus the fake, I think it would be better to know that he got the original because maybe he cares more about getting the original notes from the professors than the money. But if he got the fake notes, then maybe he'd be happy with getting a certain amount of money, too."
5ce9c6df6b2b3d001a94b24f,"(25, 45)","(25, 45)",high,0.0,I didn't see where this made a difference in terms of bonus money amount. 
6335d5ca73f2a684d5d10e57,"(140, 200)","(140, 200)",low,1.0,Even if I know they are fake notes or not. I would still want them along with $200. That could buy me groceries for about 3 weeks right now. I would take that!
63767a851344bd887e00249e,"(70, 100)","(70, 100)",high,1.0,"Prior to the bonus decision, I chose for Alex to get the original in both cases so he would have the original which would likely be more meaningful to him. In the bonus decisions I gave the same bonus value decision because, if it were me, I would be willing to compromise on having a fake AND $100+ dollars in my pocket."
6318be45a49442eee3a88cb3,"(100, 140)","(100, 140)",high,0.0,I just felt that in both cases it was the best options. I think he would be happy with my choices.
5d16ab9b59da87001ac41a61,"(45, 70)","(45, 70)",middle,0.0,"I think it is messed up to give a fan of something, something fake. Of course, if there is enough money involved then they probably want the cash over the autograph, so that is how I tried to judge."
5ecc6fb87c7c7646490f3cf8,"(25, 45)","(10, 15)",low,0.0,"In Case 1, Alex is likely going to believe the books have fake notes even if it was real so the value of the books to him will not be as great which is why I think even lower amounts of cash would have more important to him than compared to Case 2 where he knows whether the book has real or fake notes."
61008174621af4fde89d5c7f,"(200, inf)","(100, 140)",low,0.0,"I feel like Alex really wants the original notes, so that if he knows he gets the fake notes he should get the highest bonus "
63dc117ead87f37c5b39218b,"(1, 2)","(1, 2)",low,1.0,If he’s not getting a bonus with the notes I would like him to get the real ones but it won’t matter with no money.
5dd3d566e05cad3b130de19a,"(10, 15)","(10, 15)",middle,1.0,Because I think regardless of whether or not Alex is told the truth. that is what I deem the original notes to be worth.
63103bd06b5135122e25d6c6,"(2, 3)","(-inf, -1)",low,0.0,I just answered  according to the instruction .
64148386b15c3ddfef1fcd69,"(0, 0)","(15, 25)",high,0.0,Knowing if the book has authentic notes or not has value.  Personally I don't like having books that have been written in unless it's from the author or something else that should be there.  Books written in by a random person have lesser value to me.
628bb31571a8935ee2dbd6f9,"(140, 200)","(70, 100)",middle,0.0,Since he will not be told in the second choice Once we hit 100 plus the books its a nice present. And he will never know if the notes are fake. On the other choice (the first one) he will know but 200 is a very nice bonus and he can always go to the prefessors and get some notes written in by them
6144f1e19b9f9b42cd4647b0,"(15, 25)","(0, 1)",middle,0.0,"In my opinion receiving money is a more beneficial gift, especially if you can't tell whether the note is real or not.  he could use that money to buy a new economics book.  Unless there was a specific sentimental value about getting the author's signature in the books, I think money would be a more appreciated gift."
63d570d979c31656fece7c7d,"(0, 1)","(-1, 0)",low,1.0,I am interested in the dynamics of this study so I wanted to change things up a bit to experiment I guess!
56bfba439f7a1e000afdcba9,"(200, inf)","(200, inf)",low,0.0,I think if Alex loves economics then having the real author's note will be much more meaningful to him.
5ac5300f9534ba0001c7446b,"(15, 25)","(15, 25)",low,1.0,"I feel like the more decent thing to do would be to give Alex the real notes, regardless of if he would ever find out or not.  "
6390a0e1aa5654301da0c865,"(7, 10)","(2, 3)",high,0.0,Well at first I wanted Alex to have the original book but then I thought if he was a student why not throw in a little cash bonus.
5fe112243ce806b5704eca6e,"(0, 1)","(0, 1)",low,0.0,Because i thought it better that he get the books with the real notes as they would be more valuable to him.
5d2a3561d3edf900018016a1,"(25, 45)","(10, 15)",middle,0.0,"I figured if he didn't know which one he got, then he could go with less money. If he knew it was the real notes, then he may want more money and the fake notes, but the real notes may be worth more, so I went for $45 and fake instead of $15 and fake."
59a1ddac5dfd6b000152601f,"(140, 200)","(-1, 0)",high,0.0,The addition of money changed my opinion in that moment. But overall I would still stick with him getting the original over fake notes. 
5ad6b454a9ea0500019a087a,"(0, 1)","(5, 7)",middle,1.0,"In cases where Alex will know he is receiving fake notes, I don't suggest including a monetary award because he already knows that the notes are fake."
60b3e6ad448226548d21fc4d,"(0, 0)","(0, 0)",middle,0.0,it seems fair.
642b00a2650a286366bd62fb,"(70, 100)","(70, 100)",low,0.0,Generally speaking I want Alex to get the books with the original notes.  But at gifts of $100 or more I think the value of the cash outweighs having the original notes.
6447e654bd6048df347afcc2,"(45, 70)","(45, 70)",high,0.0,"Alex loves economics, and I believe the books with the original notes would be worth quite a lot to him, I believe only at the $70 mark he would begin to care more for the monetary bonus than the notes."
60469275f75cd607f61fb973,"(0, 1)","(0, 1)",low,0.0,Thought he could use the money since the fake notes are almost exactly like the original ones
627286792f25495f123cc27b,"(200, inf)","(200, inf)",middle,3.0,Since Alex love economics I think he would value the original notes over 200 dollars. It does not matter to me if he knows they are real or fake I think he should get the originals either way. 
63978402e524eebeace93868,"(140, 200)","(140, 200)",low,1.0,Because I figure Alex would prefer the notes that are original since he likes economics and the authors.  Whether he knows if they are fake or not wouldn't change this. 
644695d12dd99a1712dd84c0,"(70, 100)","(0, 0)",high,0.0,"I considered the intrinsic value of the books regardless of the perceived value of the real or fake notes. I know Alex well, and he'll be thrilled with the books either way."
60e792f25e9ab875f9605cf5,"(0, 0)","(0, 0)",middle,0.0,"I think the books are cool, but I am not sure that he will care if he has a hand written note or not.  I think an economics person would rather have the gift of the books and a monetary bonus. I personally would not care about the signature and that personal bias played a role in my decision.  "
63b75b3eace44d9b4bbe411d,"(70, 100)","(45, 70)",middle,0.0,"Because I think that knowing that the books have original notes would be worth more to Alex, and therefore he'd be willing to ""give up"" more cash to know the notes were real. "
6296290ec41bde1525dbb77e,"(7, 10)","(0, 0)",high,0.0,"In Case 1 Alex won't be informed about the authenticity of the notes. In Case 2 Alex will be informed, but the introduction of monetary bonuses introduces an additional factor that needs to be considered for his benefit and enjoyment."
580670eceee5dc00017584c6,"(200, inf)","(70, 100)",middle,0.0,"If he knows then I am not sure the money really does anything to make him happy. However, if he doesn't know then the higher dollar values are a nice bonus to his gift."
63d42c21dc6f4d60e34cc337,"(100, 140)","(200, inf)",high,0.0,"I believe he would enjoy the original notes much more for Case 1, in Case 2 I think since at a certain point he'd rather a larger bonus."
5db06709e8d5b50019c3bd88,"(200, inf)","(200, inf)",middle,0.0,"I decided he should have the original ones and not the fake one's especially when the bonus extra amount wasn't very much money. It would need to be over five hundred dollars, in my opinion, to be worth getting fake one's so if he ever discover they are fake and decides to buy real one's he'll have the money to do it to compensate for being duped."
570bc1ffb9b52b00102db939,"(70, 100)","(45, 70)",high,0.0,"I would lean towards giving him the money sooner in the case where he will not know if the books are real, because I think the money would make him less upset if he is unsure about the books."
5f888f1504ea37030833e9ec,"(1, 2)","(0, 1)",high,1.0,"Since he wouldn't know if the notes are fake or original, it is better to choose the option that maximises his bonus option. "
60ec601b8525af507f06373d,"(70, 100)","(70, 100)",low,1.0,"I think that Alex would prefer original notes in both cases. However, there is a good chance that he would rather receive $100 or more in both cases."
63114fcf2fc8f4d507560901,"(70, 100)","(25, 45)",high,0.0,"Because the notes are worth more than the money if they are real, so if he knows for sure I would rather he get a higher amount of money with the fake notes."
5b9ed139cbabef00011756d3,"(70, 100)","(0, 0)",high,0.0,"I think that if he knows, good news is best, but if he does not know, then it doesn't matter. "
55a7f195fdf99b7508d7d886,"(200, inf)","(70, 100)",middle,0.0,"In Case 1, Alex was going to know the authenticity of my gift and I wanted him to feel appreciated. I wanted to appreciate him in Case 2 as well, so I took advantage of the fact that he wouldn't know the difference between the fake and real notes by giving him an extra $100+ on top of the books with the fake notes."
63d13f416b2c25038c13007f,"(200, inf)","(200, inf)",low,3.0,I just believe that Alex would really want the originals from these authors no matter what. 
63e52250d3c1483ed7be8ed8,"(140, 200)","(200, inf)",low,1.0,I want to compensate Alex if I gave a fake one
607c9f94cc974d4ea1dc22c8,"(140, 200)","(140, 200)",low,0.0,"I believe Alex values authenticity over money considerations; however, I arbitrarily chose the highest dollar amount available to include with fake notes if, in fact, Alex received the fake notes because, although I have no control over which notes he gets, I can control whether or not he receives money."
62fbd2c1d97aa039e9466d81,"(-1, 0)","(-1, 0)",middle,0.0,"If the message is the same and was originally created by the author, I don't find as much value in how it was printed on the page."
5fc6bf2fa7c6583abedfaf73,"(0, 1)","(0, 0)",low,0.0,"I felt bad giving Alex the books with the fake notes and telling him about it.  If he didn't know what he was getting, I was ok with him getting fake notes.  But if we were telling him, I wanted him to have the original books."
63ea5be8b2ca91384436e184,"(200, inf)","(200, inf)",high,0.0,Alex seems to be very interested in economics and these to authors/professors in particular.  Considering this I think he would much prefer to have books with real handwritten notes form those authors. 
5ba184ad35768a0001437bdc,"(200, inf)","(200, inf)",middle,0.0,The original notes by the authors who wrote the books seem more worth it than the extra bonus with fake notes. The original books will likely have even more value than the ones with fake notes.
6462e0c6e0c667845c37ec7a,"(140, 200)","(200, inf)",middle,4.0,Sometimes my conscience gets me and I want the real thing.
55b645b1fdf99b1c02906872,"(200, inf)","(0, 0)",low,0.0,"The odds are high that Alex will get the fake ones, so if Alex isn't told, then Alex will assume the notes are fake anyway - so it doesn't matter whether they're real or not, Alex will always assume they're fake."
5cb489ff0cd1ed0017465d19,"(7, 10)","(7, 10)",low,0.0,Well I did not see a difference in telling him or not telling him. What I went off was what I thought was reasonable amount of money to recieve the fake notes and not the real one.
5eb402bed161131f83db9ce4,"(0, 1)","(-1, 0)",low,2.0,I chose depending on whether Alex would find out or not. Wanted to give bonus in either case
63d2094a50ed63bfb3b19fd4,"(2, 3)","(1, 2)",high,0.0,"I feel that if Alex knows, the book will feel more authentic and there is some value to that. If they should be compensated $3 if they find out they got the fake one since there will be a sense of loss. If he does not know which one they got, than there would not be this sense of loss so the value of the note is less."
628f700669d5f6e4e33c8d8e,"(-1, 0)","(-inf, -1)",low,0.0,Felt there should be different sceanrios in this exercise so as not to be predictable.
5ac4c721e1099600016a823b,"(200, inf)","(200, inf)",middle,0.0,"Alex loves economics and would really appreciate the original notes. I don't like to deceive people in scenarios like this. Besides, the money is not really a big deal and will be spent. The original notes are the real deal and will last forever, something that Alex will cherish for his whole life."
586ad3a6da731b0001049cad,"(0, 1)","(0, 0)",high,1.0,"It felt important for Alex to receive the originals in case 1 and it really felt like it didn't matter in case 2, especially since they are indistinguishable."
5e2de92d8844873da01af947,"(25, 45)","(0, 0)",middle,0.0,"In Case 1 he will never know if they were fake or original so he may as well get a bonus for having the fake notes. In Case 2 where he will know, he would probably prefer the original until the bonus makes up for it."
60b575de24d596147b9b1e40,"(3, 5)","(0, 0)",middle,0.0,If he doesn't know he won't be able to tell the difference anyway.  If we do tell him which notes he got I would rather he get the original ones up to a point.  
5a93bb216475f900019fa294,"(200, inf)","(200, inf)",low,0.0,"The real notes actually written by the professors are more valuable to Alex.  No one wants books with fake notes, even if no one can tell the difference.  The original gifters do know the difference between the books.  It is more valuable to have the actual notes and signatures of the professors.  Plus, Alex should know he has the legitimate notes in his books.  "
64721e56f09a8b4d65736b13,"(-1, 0)","(0, 1)",high,0.0,I prefare alex getting the original books  he deserves it.
5a89cc2c000dab00018cbd38,"(100, 140)","(0, 0)",high,1.0,"If Alex does not know if the notes are original or not, it will not impact his value of the books."
610971ac8159690397a047c5,"(15, 25)","(0, 1)",low,0.0,"If Alex is going to be told that the notes are fake, he at least deserves a good amount of money to make up for that. But if he doesn't know, then any bonus would seem like a nice little present. "
63f82a4ff43ec144ca3622a8,"(200, inf)","(200, inf)",middle,1.0,He can always make money but the opportunity to get the books with original notes is priceless
646bbfb77ab727d9c05dd0da,"(140, 200)","(0, 0)",low,1.0,"I think that it is important for Alex to know if he has original notes, so if they are going to let him know, he should receive the one with original notes.  If he is not going to be told if they are original, it does not make any difference if they are original or not.  "
5fec060b5ce3ae867e64cfb3,"(45, 70)","(25, 45)",high,0.0,"My reasoning was that if Alex learns whether the books are original or fake, I would assume Alex would want the original and would only want the fake with incentives only if the incentive was high enough."
61255c5cd3dc2cfd8fbc101d,"(45, 70)","(0, 1)",middle,0.0,"if you know the notes are original, they have value, but at some point, the money choice is better than having original notes.  if you do not know if the notes are original, they are interesting but have no value.  more money is always the better choice."
5df2f2ed4c81b2201c6c782e,"(70, 100)","(200, inf)",middle,0.0,"In a case where Alex will never learn whether he has fake or original notes it isnt fair to cheat him by giving him fake notes, so there is no amount of cash that should be given to make up for that. In a case where he will be told he has been given fake notes then he can get some cash and do what he will with either the fake notes or the information, i.e. go find the original notes and still have cash in his pocket."
63f77db037de29d7fd62b0a9,"(45, 70)","(45, 70)",high,0.0,It would be nice for him to receive the original note
622a11c552b2b35bab72a39c,"(15, 25)","(0, 0)",middle,0.0,"If Alex won't know if the notes are fake or not then he might as well get the bonus. If he knows then he will probably have more personal value towards the real notes, at least to a point."
63038702fea51556c37c36cf,"(140, 200)","(45, 70)",high,1.0,"i think that the 70 dollars is the tipping point for where i would assess a reasonable value in exchange for the notes, also with him not knowing, but having a feeling that they would be positive, i feel like this would be a fair trade where he would enjoy the bonus but also likely believe that the notes are real. where he knew whether they were real or fake I thought that it was only fair to give the highest value in exchange for fake notes."
62df7fc27c9e824a7a774103,"(70, 100)","(0, 1)",middle,0.0,"Because of the gamefied interpretation I currently have when it comes to this project, it seems like the most fun way to approach it."
5efe29d315ba872fa20a9c3d,"(5, 7)","(5, 7)",high,4.0,I thought it would be fun to try both outcomes and see how they will turn out in the end
63ff478aec95d54674669329,"(3, 5)","(70, 100)",high,0.0,"If he already knows what book he will be getting, then there is no real reason to give a large surprise bonus to him"
645abc0f7fa6368e6df2d973,"(200, inf)","(0, 0)",high,1.0,The value of the bonus would likely be diminished by knowing the authenticity of the notes. 
5f402eb4fbd8df145068b805,"(15, 25)","(10, 15)",middle,1.0,"In the first case, he would know which is which so if he got the fake notes, I would prefer he got a larger bonus, since he knows. In the second case, where he will not know, I prefer he get a bonus starting at a lower threshold since he has no clue."
56721761980a3c0011277389,"(200, inf)","(200, inf)",low,0.0,"I believe since Alex loves economics, it would mean more to him to have the books with the original notes. It's only fair to give them to him in both cases."
627936b58e6416782149ddcb,"(45, 70)","(45, 70)",low,0.0,"I wanted him to get the real notes in most cases, unless there was a significant bonus for him. "
59014ee029f42300013cc5b7,"(0, 1)","(0, 1)",low,0.0,I feel Alex would rather have the bonus than the original notes from the professors.
55a47692fdf99b126e625257,"(2, 3)","(-1, 0)",middle,2.0,I wanted to confuse Alex by luring him into a false sense of security.
5bc8897f462bdb0001a61426,"(25, 45)","(10, 15)",low,1.0,because if Alex doesn't know why should he get a big bonus... If he does know then give him a bigger bonus so if they are the fakes then maybe the bonus could cover the cost of the real ones
5e9f877ee0b0960f3d2b6d30,"(45, 70)","(0, 0)",high,0.0,"Well, since Alex won't know for Case 1, I felt it didn't matter much what he got since, at the end of the day, since they're indistinguishable, he will most likely always believe them to be the original. The professor's will also believe so since they can't distinguish it either. For case 2, I feel that at a certain point, the money will be a good bonus for Alex, and despite not getting the original notes, will feel comfort knowing that it's basically identical to the original notes and wouldn't be noticed if he wasn't told"
631916c5e920aea5076777b0,"(15, 25)","(25, 45)",middle,3.0,I think by not telling Alex I feel like maybe he would like to have a bit of extra money. Maybe it is guilt for not telling him about the originality of the notes. 
5623f187ed6e5a0011c81083,"(25, 45)","(7, 10)",middle,1.0,"Since in case 1 Alex does not know which notes he got, he would be less disappointed with the books and thus likely value them more than in case 2, where if he gets the fake notes, he will value the books less and thus require additional money to make up the lost value."
5a01ddf3728b1b0001ad8ad0,"(7, 10)","(0, 0)",low,0.0,I was indifferent if he didn't know since the fake and real ones are identical so it wouldn't really matter. If he would be told then it would matter more for him to get the real ones.
63bd8c8f03965fcab1bbb917,"(100, 140)","(70, 100)",low,0.0,"I would rather Alex get the original books, since they're genuine.  But I also want Alex to get more money because that is a nice bonus, so if it's over $100 I would rather he have the fake notes since his bonus will be higher"
60cb3c4b9454f7a196355088,"(70, 100)","(0, 0)",low,1.0,Because if Alex got the fake book with fake notes then he should get compensatated for the fakes.
55b9a9b0fdf99b6906d2aba4,"(25, 45)","(70, 100)",high,1.0,I think knowing the authenticity of the note is important to Alex. So I want him to get a higher bonus if he's isn't being informed about the authenticity of the notes.
5d30d94d6c17550001d3ba17,"(45, 70)","(-1, 0)",low,0.0,Well I am giving it as a gift in both cases and the original notes would be important for Alex.   So since he is being told in case 1 I would be happy that he got the notes and knows they are true.   In Case 2 the uncertainty would be troubling for Alex as he would most likely not believe them to be real with a 75% chance so I would rather him get the bonus
63d2cb67dfc2a799bbd30c69,"(70, 100)","(200, inf)",middle,0.0,"I felt like Alex, enjoying economics, would really want the original notes. I felt like him not knowing, I would want to ensure he always got the original amount. If he did know, whether he got the fake notes or not, I felt like if he was given information as to what he got, he would appreciate the dollar amount more than which copy he got as he knew."
60abe580aa82f25a7acc9800,"(70, 100)","(70, 100)",high,0.0,"The 75% probability was the same in both cases. Plus, the professors work at his university. For the right price, he could have the ones with the original notes."
5f888a84d0200d03067e17ed,"(1, 2)","(-1, 0)",middle,0.0,Because I wanted Alex to get a bonus for knowing that he had got a fake one.
63d3f99e6aab19fe9a92028e,"(25, 45)","(10, 15)",low,1.0,"I figured if he knew he was getting a fake, he would appreciate the money in a way. Im not sure how logical it was but made sense to me"
628fde22d960fa7a63fb231d,"(0, 1)","(-1, 0)",high,0.0,To study the difference in both situations with opposite outcomes
63cff43985317bac287a325f,"(70, 100)","(70, 100)",high,0.0,$100 is $100. That's the package I would choose and I like economics too! 
5a53d878acc75b000179e52e,"(0, 1)","(0, 1)",low,1.0,There was no reason to not give him the original notes in this case
64415b7be32cc28f3d0364a7,"(45, 70)","(0, 0)",middle,1.0,"I think he would prefer to get the real notes, but if he isn't going to find out and they are indistinguishable then I don't think it really matters. If he knows he's getting fake notes then I said to do that after $45 because that's what I thought was closest to the value of two books."
57bf14513c449a000189c89a,"(200, inf)","(-inf, -1)",low,1.0,"Alex will assume fake notes if you don't tell him, so give him fake notes which he will assume. If you do tell him, I suspect he will value the notes more than any money (up to $200). After all, he is likely to earn a lot of money once he graduates, and $200 will seem a pittance to him later."
63f6ac6d4ce41fa2a87ea79b,"(25, 45)","(25, 45)",high,0.0,I think that is the fairness of the matter at hand
58578946c41fd90001434680,"(200, inf)","(70, 100)",middle,0.0,There's no guarantee that Alex will get the originals so I thought it would be appropriate to award the bonus in case he didn't get the originals. I simply drew a line in the sand at $100 since it's a good amount of money. 
6318c6b8dd3d07c0fb9f0d18,"(200, inf)","(0, 0)",middle,0.0,"I originally felt that it would be wrong to use deception or let Alex doubt whether he had authentic notes. I felt that knowing he had authentic notes would be more valuable for him than $200. I contemplate at this point whether changing my answers for the gift could communicate to him the authenticity of the notes by giving $0 bonus, but I'm not sure. "
62e0532289a4e5d9fedadde1,"(25, 45)","(0, 1)",high,0.0,I know that Alex admires the authors and so I wanted him to have the genuine notes up until the point that he could profit significantly.
546e3778fdf99b2bc7ebcff6,"(200, inf)","(0, 0)",middle,1.0,I would like for him to get the original ones and the 200. 
63d7ae296798556be9462358,"(70, 100)","(7, 10)",high,0.0,"Even though no one can tell them apart, there is something more special about the genuine article. It's the same reason that people try to authenticate autographs on baseball cards. I think most would prefer Cal Ripken's autograph over someone's forgery for example."
57ac740478a38d00017cce22,"(200, inf)","(200, inf)",middle,0.0,"I don't believe it is right to give them the book with the fake notes. No mater the amount of money, I would think he would want the ones with the original notes since he loves economics so much, I don't think he would appreciate the one with fake notes."
5d1d3f10d5669200017b4e46,"(70, 100)","(100, 140)",high,1.0,"If he's going to know the outcome, I first prefer he get the real notes. Once the other option gets to about $100, I think it would be less of an issue that the notes are fake. In other words, if he knows, he understands why he got the fake note - because I thought maybe he needed $100+ more. If he doesn't know, I prefer the originals all the way up to $140+. For my own discomfort in enabling him to believe something false. I'd rather he get one of the top two monetary rewards if he gets the fake note and doesn't know it's fake, so that it'd make me a little less antsy about having lied to him."
6287a8c4a6303ff156cd0853,"(45, 70)","(45, 70)",high,1.0,"I based it on the monetary value of the bonus. The contents of the published book should be the most important, not the hand written notes."
6034badeb512f97ce3682dc7,"(200, inf)","(25, 45)",low,0.0,"I thought Alex would want the books with the real notes in any event, but in Case 2 I figured he might as well be compensated for the uncertainty once I felt the bonus was high enough."
629531cb501e6d23d9797050,"(200, inf)","(100, 140)",high,0.0,"I think the value of the original notes, if known, is worth more than pretty much any amount of money, well more than $200 anyway.  Otherwise I think if you take the bonus money out of the equation the original notes are always more meaningful "
610be0e8e3da02b00364c65c,"(2, 3)","(2, 3)",high,0.0,I don't see a reason to change my answer or action based on whether or not Alex knows or not if he is receiving the original notes. I would like him to receive the original notes. A higher bonus though I would prefer to give to Alex over the original notes though.
6392360efb6e254ffd31e722,"(15, 25)","(15, 25)",middle,1.0,"I felt like the value of the real vs fake notes was approximately $25.  Although I preferred the real notes, I was able to choose a book with fake notes with the proper incentive."
5edfbd316e98a72c5f5bdf16,"(25, 45)","(200, inf)",low,1.0,"I don't like deceiving people and it seems lame that he might get fake notes and not know it. But in the case where he would know it, getting a good amount of money seems like it offsets the fake notes a bit as long as he knows they're fake"
6431c58ce5be91cd5c2c5d8f,"(70, 100)","(25, 45)",low,0.0,"If he is going to find out that he received fake notes, I want him to feel that he was fairly compensated for this fact and could in turn purchase the real books if he so desires."
5dd06a074ad3e2149c884661,"(45, 70)","(3, 5)",low,0.0,"I thought that in most cases it would be best to give him the books with real notes whether he knew it or not, but if the bonus was fairly significant I decided that it would be fine to give him the books with the fake notes even if he knew they were fake."
5a6d3a19e6cc4a0001b6c47a,"(140, 200)","(200, inf)",middle,1.0,I think if he's going to know then I would let him know it's fake and get the 200 bonus
5c6071a1e1df700001ca8bf1,"(7, 10)","(0, 0)",low,0.0,I prefer that he knows he got the real ones when he does so he knows how much to value them but if there is a lot of money involved then I think he would prefer the money to the real ones. 
5dea9fb3cb53ca1cda9f6116,"(0, 1)","(0, 1)",high,0.0,"He had a high chance of getting the original notes.  Honestly, I don't really care which one he gets.  I am sure that he would prefer to get the original notes which is why I selected that option for him."
6282575ebe32fdc6268babc8,"(0, 1)","(0, 1)",middle,0.0," He knows he may or may not have the fake or real note, so why not give him a bonus? Money is money while a note is just a note."
5ab3fc4b5f01000001cb07e2,"(70, 100)","(0, 0)",middle,0.0,I want Alex to get real notes.
60fc2ec58ad0da367daee3c1,"(-1, 0)","(-1, 0)",low,0.0,"I was trying to increase the bonus amount Alex could seek, if I have properly understood the instructions. "
5c0fdcfd3481220001de3039,"(70, 100)","(0, 1)",low,0.0,"When he knows if then. What he does not know will not hurt him but knowing the notes are fake in case one would discourage him.otes are original, I think it would be nice for them to be so. Since the odds are he gets the fake in either scenario, when he is dnot told in case two I figure he might as well get the fake set. "
5dc1d16946c7ba134f6626bc,"(7, 10)","(0, 0)",low,0.0,"Because if Alex knows that the notes are original, he might value them more than receiving the fake ones plus a relatively small amount of money. For larger amounts of money, he probably would prefer the money. In the other case, he won't know no matter what, so I figured there would be more scenarios where he might prefer the money."
62fbeca46caf4abaaf74b5f1,"(200, inf)","(200, inf)",low,0.0,I  think it's wrong to give something that is fake. It's just a crappy thing to do.
63461a2e4fbbd9b9d80197db,"(15, 25)","(0, 0)",middle,0.0,The response is different since Alex would not be able to tell in the first case if the notes are fake or not. I take this to mean that he will assume they are the real ones so he will be just as happy to receive the fake ones.
5c91fc9c183fb70012f3510a,"(70, 100)","(70, 100)",high,1.0,I'd rather he have the original notes because economics is important to him and he admires these authors.
5d8b32e664ac880018630273,"(45, 70)","(25, 45)",middle,0.0,"I don't know if I could give a great answer. I just felt like that was what it was worth in both cases. Alex wouldn't know one way or the other for the first case, no matter what, so I felt it was worth less as a whole."
5c92aa671ce0cd00128c6c86,"(140, 200)","(15, 25)",low,1.0,"If Alex does not know what he is getting, it does not make sense to add a very large bonus to the fake notes. If he knows he's getting the fake notes, he would want some sort of large bonus with it. "
64abee38a80dfb5e45212487,"(0, 1)","(-1, 0)",high,0.0,If he didn't know if they were fake I feel like it doesn't matter if they were the real notes or not. If he did know then its better to be honest and give him the one with the real notes.
63d3fbf6aca63e00ed85d00a,"(10, 15)","(0, 0)",low,0.0,"I think in the case of telling him, it would make Alex happier to know that he did get the originals, or the fakes along with a bonus or $15 or more. For Not telling him, he already thinks he is getting a fake up to 75% so it really doesnt matter to me if he gets the real or fake books. "
5a348ea750833c0001ee9550,"(7, 10)","(0, 1)",middle,0.0,"I think that if he knew that they were fake, he'd feel a bit bad about it. If he doesn't know, then it doesn't matter."
614dee533a453a96facba70b,"(45, 70)","(45, 70)",low,0.0,"I don't know Alex, but I'll do my best to choose what I think it the best choice for him. Since I don't know him, it's not really relevant to me if he finds out about my decision or not. I don't know enough about Alex to know if he would prefer to know that he has fake notes or not. I could only choose what I considered to be the best option, but whether or not Alex understands if his notes are real or not doesn't really effect my decision at all."
