label,feedback,feedbackDifficulty,feedbackUnderstanding,feedbackSatisfied,feedbackPay
5b6482e9f5bc0a00019fd571,,10.0,10.0,10.0,10.0
6009b7cb660adc051f80bf83,,10.0,9.0,7.0,10.0
5ae11f9709eae20001132c22,,10.0,10.0,10.0,10.0
649b2106b81f8dcf5d163ee5,,9.0,8.0,10.0,10.0
6460181fc3a15babdad7bf3e,,7.0,7.0,8.0,8.0
5dd6d370194e486498e13ab6,,10.0,10.0,10.0,10.0
601478ee2d7cc94b1f1855ec,Thank you,9.0,9.0,9.0,8.0
6487901ef9fad1bfcf43daa5,i felt comfortable,8.0,8.0,7.0,7.0
5b05e0d131cebe000177c38e,,10.0,10.0,8.0,8.0
6441a0b968ccfb017694a842,,10.0,10.0,10.0,10.0
5d9968a81e667f00161f811b,All instructions were clear.,10.0,10.0,10.0,10.0
5d100e740277ff00152f7562,,5.0,5.0,3.0,6.0
5ecf24854c2e85345e65c367,,10.0,10.0,10.0,10.0
5b6259be5256470001bd0c6d,,7.0,7.0,8.0,8.0
6288fcde51a372bff1785173,,9.0,9.0,9.0,9.0
640166824dafec09063f349a,,10.0,10.0,9.0,9.0
63d13ed97b500fd99ee7dfd3,Thanks for the fun.,10.0,10.0,10.0,10.0
5ba288c63fd80800016308c4,It was very interesting.,10.0,10.0,10.0,10.0
632fa9e40fa5b8393ed87659,,10.0,10.0,10.0,7.0
5bbc18010cb04c00015025ce,"I really enjoyed this study, thank you so much! ",10.0,10.0,10.0,10.0
616c9115b3a3d2f885822a57,,9.0,10.0,8.0,8.0
64135a1754a2b94d653f9c79,,10.0,10.0,10.0,10.0
5934a676e7866d0001618b81,It was an interesting experience that made me think carefully about some things.,10.0,10.0,10.0,10.0
5c8afb535e65990001da9eeb,it's all okay,9.0,9.0,9.0,7.0
60321bd53ecd7d1e0edab63c,none,9.0,9.0,9.0,9.0
62b5da77688feb883eba275d,,9.0,9.0,9.0,10.0
62c026818910950fc380e599,"The value or reality over simulacrum, or original versus copy, is something I've thought about before and go back and forth on. On another day, I may be more or less passionate about reality, and my responses would've changed a bit.",10.0,10.0,9.0,9.0
62728a0a9af43a4421bcbcfa,"The only part that was a little confusing was the table of Andy receiving the real notes or getting various bonuses.  I understand that once I pick one, the following bonuses would automatically be selected.  But I didn't have the option to pick none of the bonuses.  I had to at least pick the last one.  I would have rather picked none of them.",9.0,9.0,9.0,10.0
5e46aa20caec81000b7d4f93,,9.0,9.0,9.0,10.0
5dc88a6643755e5f227e0488,,9.0,10.0,9.0,9.0
5bfd81fb2feab400014d9060,,9.0,10.0,9.0,9.0
647c65c5acb91c89819c7970,,10.0,10.0,10.0,8.0
63bcbf7e0ac7e876387ef720,The study was clear and not confusing.,10.0,10.0,9.0,8.0
5e3040a2d1a553000cc9147b,,10.0,10.0,6.0,5.0
647652cb5644044df439e1fb,,10.0,10.0,10.0,10.0
642b870d034d88f7cb432268,,10.0,10.0,10.0,7.0
63b6ef9027eb90f292852ee4,,10.0,10.0,10.0,10.0
5f03b9bb0207bf5ee50faf41,,10.0,10.0,9.0,10.0
643ead9be9be7fa2c20e1a53,"Very interesting study, and I enjoyed the content. I am currently working in Colorado, and I have a couple small rocks on my desk of what I presume is iron pyrite, ""fool's gold"". However, I entertain myself with the thought that it might actually contain a small amount of real gold. I have also, on rare occasion, purchased a lottery ticket, and I find that the period before the drawing is the best part of doing so. I fantasize about how I would surprise my wife after winning, until the drawing happens and my bubble is burst. Good fun for a buck!!",10.0,10.0,10.0,9.0
5720a9f6fd3a5200113c1891,,9.0,9.0,8.0,8.0
5e8b89d0afcb1606e761ef7f,,10.0,10.0,10.0,10.0
5dceeba4144b510411fb4566,"I thought that this study was more interesting and engaging than many others I've taken! I liked the bit with the authors signing their books, and thinking of Alex, the little econ nerd who would be happy to get the books. ",9.0,10.0,10.0,10.0
5d3522b6eac3d50017df02cb,,9.0,9.0,8.0,7.0
5fdbae0584b3a90525410347,,9.0,9.0,10.0,9.0
62713a003caa3feec5c6a0ba,,10.0,10.0,8.0,8.0
63b5eb0ec316229203f1ddae,,8.0,8.0,8.0,8.0
5a6f60e4efd3a7000120f057,,9.0,9.0,9.0,9.0
5fd80a7f7100cd12eb473a9f,,10.0,10.0,10.0,9.0
5be4c8d0d4079000014c0998,Everything went well.,9.0,10.0,9.0,9.0
6234866ad5f13fac2a5cf725,,9.0,9.0,9.0,9.0
5758a211cb13810006479a0d,"There were no parts that were confusing. This was an interesting study, thank you!",10.0,10.0,10.0,9.0
62cf0de81f25661d4513393a,,9.0,10.0,10.0,10.0
5e88dd7a0febe805d3a120b6,,9.0,9.0,9.0,10.0
5c37db5fbef9a20001e3aee7,,8.0,8.0,8.0,8.0
628f9ef985fa6d3dc816672c,I felt comfortable and the instructions were extremely clear. I appreciate the links and the buttons.,10.0,10.0,10.0,10.0
592621a771d4fe00012ce948,,8.0,7.0,8.0,10.0
5efb31fa8cd32f04bf048643,,10.0,10.0,10.0,10.0
5a286558564bdf00016463fc,Everything was fine.,10.0,10.0,8.0,8.0
5c6efb8565434c0001a483ec,none,10.0,10.0,10.0,10.0
63d97656f4c5e18d8889afcc,,10.0,10.0,10.0,10.0
6449b6ac80df4eb6727b570c,All instructions were clear. No problems to report.,10.0,10.0,9.0,8.0
5ea1ee658a9acd0eff894ae2,"I enjoyed the study as it really made me think. I think the instructions were clear but it was an unusual scenario so that made it feel slightly confusing because I wasn't sure what the purpose was. I think I did have to spend more time on the study to give answers on the open ended questions. Ultimately, I hope Alex receives the books with original notes.",9.0,9.0,9.0,8.0
610008383c0a128712403745,,10.0,10.0,10.0,10.0
6102201d916cbe6d39df3b62,,9.0,10.0,10.0,10.0
6266bb112b25f2d6a4ebef7e,,10.0,10.0,10.0,10.0
63d16610ac1b48e12d968e2d,This was one of the smoothest studies I've taken on here. I really appreciate how clear everything was and how easy it was so select options. ,10.0,10.0,10.0,8.0
60fc6011bfe18980db6aec78,,10.0,10.0,10.0,10.0
62730c9848db9da9ff3bf670,,10.0,10.0,10.0,7.0
631f3e52174dc4e4047bbdce,The instructions were a little too long but also not unclear.,6.0,9.0,7.0,6.0
603470186bba1c26a354c27e,,10.0,10.0,10.0,10.0
647287f051cab7142b9ca9bf,Super interesting study... thought provoking! Thanks and all the best!!,10.0,10.0,10.0,8.0
63d15e1be853005ff591b935,,10.0,10.0,10.0,10.0
63d13b586b230d231577a44b,,10.0,9.0,9.0,10.0
6029b0e17f3b5d944ab183f1,,9.0,9.0,9.0,9.0
626976d0dfd20d6832fc92aa,,9.0,9.0,9.0,10.0
55e5d5fdc70c7a000b2a5bac,,9.0,10.0,9.0,8.0
62162ab583fc823e78c025e2,,10.0,10.0,10.0,10.0
5d8a1d20d1afcb0019d7390b,One of the more irritating studies I have taken. Nothing really made any sense and this study was just everywhere.  I almost returned it a number of times.,3.0,5.0,1.0,4.0
5f3bc91327d97393a0c56178,,10.0,10.0,10.0,9.0
5e55d9d5bcdb1e5f55cca145,NA (nothing to add here),9.0,10.0,10.0,9.0
5f80bc44efa2c013099af460,,8.0,8.0,8.0,7.0
5ac440da9534ba0001c736da,"Payment could be a bit higher, especially with the amount of writing necessary.",10.0,10.0,6.0,7.0
63eceb160f69b779c757c48b,Interesting study. I think I understood it but I tend to overthink things and so it took me a bit longer.,9.0,9.0,8.0,7.0
63122e37da896974502ddacf,"The instructions were good, pretty clear - the only thing that tripped me up a bit is when I was asked about which Case we were in...it took me a minute to understand that it was just an understanding question. The questions were interesting after the Cases. ",9.0,10.0,9.0,8.0
5db4f0b63e33f2000dd54016,,10.0,10.0,8.0,9.0
5d4a6459061e2a000138bad3,"That was interesting, thank you for including me.",10.0,10.0,10.0,10.0
62b10d376cda94ec0cd6c1e3,,10.0,10.0,9.0,10.0
5f932e6a3ceaf50d5768745b,,10.0,10.0,10.0,10.0
5c330cefca23620001b262b1,,8.0,10.0,7.0,10.0
63d181019036d598f33bfe33,Nothing really comes to mind.  The instruction set for the first exercise with the books was perhaps a little repetitive considering the simplicity.,10.0,10.0,9.0,9.0
5c797d0cb5254b001690625d,None.,9.0,10.0,9.0,6.0
59c86f966a287600011c393e,"I hope not to time out, but responded thoughtfully",8.0,9.0,8.0,7.0
63d7edbef6596097994e730e,"These scenarios were very obviously created in an ""academic"" context because they don't reflect reality",8.0,9.0,5.0,5.0
5f1302787eb0132b224916fc,these were interesting thought experiments.  More so the questions at the end.   ,9.0,9.0,8.0,8.0
60f4e3ab507bbb123f866e88,None.,10.0,10.0,10.0,10.0
597f662f89542d0001517d78,"Some interesting thought processes through this one, this was an interesting study!",10.0,10.0,10.0,8.0
55dbdc9d50a1f7001190d753,,10.0,10.0,10.0,10.0
60b4277a6c6540693acdd766,,10.0,10.0,10.0,10.0
5ed3fdbdb6ee6f39f590e455,thanks,10.0,10.0,10.0,10.0
645179915e31c1aeb3dc8129,,9.0,9.0,8.0,9.0
5b5c3b266b25590001778ea1,,10.0,10.0,10.0,10.0
6000cfb6be1cd0204ed257c7,,10.0,10.0,10.0,10.0
56780a5a89319e0011644cb4,I thought it was clear and easy to understand. ,9.0,9.0,9.0,9.0
609c297aff4c80dac255f75d,,3.0,9.0,6.0,5.0
6111c4865701e1ba367af3e3,,7.0,10.0,6.0,5.0
57c725d89a5f4f0001f661bd,,8.0,8.0,7.0,7.0
5993020a5f49420001caf86b,"Thanks, it was an really interesting survey. There was a lot to digest. Knowing many ""collectors"" the value is in the ""object"" being touched by the original source. The creativity and words that are directly linked to the final outcome. ",10.0,10.0,10.0,10.0
63457059f383e9fd48fc3e90,,10.0,10.0,10.0,10.0
64921fc8c813049f1fd29b47,I enjoyed this study. It really made me think about what has value and why. ,9.0,9.0,10.0,8.0
5dd56e51954d1952f17bb57b,"Thank you, I enjoyed your study.",10.0,10.0,10.0,10.0
5ba064c10d4416000157a224,,8.0,7.0,6.0,8.0
5bec5b873ffbad0001e8b968,It is a little underpaid.  I like that I was able to go back and change my answer in regards to Alex and what he would receive and possibly me.  ,8.0,10.0,9.0,5.0
614ead1e38ca4b390b860c23,,10.0,10.0,10.0,9.0
546ec14dfdf99b2bc7ebd032,Do research on real stuff. So many studies involve fake stuff. Real stuff is now rare so has more value. ,3.0,9.0,2.0,9.0
5ec764942256df19e155432c,I thought the notes situation would be better for Alex to receive the money as the notes aren't easily marketable.,10.0,10.0,7.0,7.0
5eea591930ca5f0ddaa75a7f,,8.0,9.0,10.0,9.0
60da18dba560960ea60a8fe5,,8.0,9.0,9.0,9.0
62dccf664ff0895a60cfdda2,,8.0,7.0,10.0,10.0
5fdcdc50bbdf7f2dbc77c1da,,10.0,10.0,10.0,10.0
54847f1cfdf99b07b28f22f9,,10.0,10.0,10.0,10.0
63e52c4a3bd16ef05fec6ee7,,8.0,9.0,8.0,7.0
60e7044ddc2523fab6cbc0cd,,8.0,8.0,8.0,7.0
5c37aa8b832a8400010983b3,,8.0,9.0,6.0,5.0
5a9416ba6475f900019fa690,,10.0,10.0,10.0,10.0
5deb05909f631c23193bbffd,,9.0,10.0,8.0,8.0
64045393fa09ada78f0b5301,,10.0,10.0,10.0,10.0
5afa19a4f856320001cf920f,All was clear and worked as it should.,10.0,10.0,7.0,8.0
5ed5ac56ee608714bb21075d,Interesting study.  Enjoyable!,10.0,10.0,10.0,10.0
614a8c315301f6c3b736a6d3,,9.0,9.0,7.0,7.0
5da640b9640c5d00133f384b,"I was expecting a ""catch"". Thus, I didn't choose to directly benefit Alex. I might've chosen differently, if I'd known beforehand that there weren't going to be any repercussions.",8.0,9.0,3.0,8.0
5c573f18d3cc6b0001d9dbc3,,10.0,10.0,10.0,9.0
60220af9eeca542c5042d457,,10.0,10.0,10.0,10.0
5b6142d1f5bc590001184814,No additional comments :),8.0,8.0,8.0,9.0
6475208cd6045ed7c2e281ab,The instructions were exceptionally clear and the study was well-designed.  It would be interesting to know the outcomes.  Thank you for the opportunity to participate.,10.0,10.0,10.0,10.0
5eced9328405902eef967571,"It was a good study, thanks!",9.0,9.0,9.0,9.0
64d50c4b3a44318d98f4f5b2,,10.0,10.0,10.0,10.0
5e2b74daae56b71b9d24d89b,,10.0,10.0,10.0,10.0
56c113f6eb5b22000d5baa6f,"This was a very unique study, and I enjoyed participating in it -- thank you!",10.0,10.0,10.0,10.0
5c5aebc28348b50001fcb0c6,,9.0,9.0,9.0,8.0
5c9c3ae2d40ce20014233de6,,10.0,10.0,10.0,9.0
60fd79edac9f2a5bd19c2ece,,10.0,10.0,10.0,10.0
63f26616270b0ad6ba923ac1,The instructions were clear and easy to understand. The study worked with zero issues.,10.0,10.0,9.0,9.0
6328ddce9adceb215c2334ee,This was a really well done study. The instructions were super clear. It didn't feel tedious or anything. Great job honestly. ,10.0,10.0,10.0,10.0
55bcd160fdf99b1c4e4ae632,,10.0,10.0,8.0,10.0
5f2042752276432e3a7ef104,,9.0,9.0,9.0,9.0
590208c89571f50001c666e3,,10.0,10.0,10.0,10.0
600628028f2211980fd1632c,Thanks!!,10.0,10.0,10.0,10.0
55d4d11258c35800113dc2ab,,10.0,10.0,7.0,6.0
63deeebc2822414d8f9e5958,This took longer than I thought it should. Felt like I wasted my time and was not enjoyable like other surveys can be.,6.0,7.0,7.0,3.0
62825aef9d9d5544867a6fc0,,4.0,10.0,6.0,6.0
5d9d0042655ab900176ff963,no feedback,10.0,10.0,10.0,10.0
62fce6aced330768368997e8,The instructions were clear for me. I enjoyed the study because it was much different than the average study I take on Prolific. It didn't ask the usual questions. It made me think. ,10.0,10.0,10.0,10.0
5ef8e0fc2ce3c6644665e347,,9.0,9.0,7.0,8.0
5b7c877f9dc643000172043d,"Overall, this was an interesting and thought provoking experiment that I enjoyed.",10.0,10.0,10.0,8.0
623a852297e9f3cf18936579,,10.0,10.0,8.0,7.0
63d40f21ea1c311723c7c847,No comments! Have a nice day!,9.0,9.0,8.0,9.0
63f3e75e0787bb42195e1e4c,"This was such an interesting study, and it really made me think. Your instructions were so helpful! Best wishes on your research!   :-)",10.0,10.0,10.0,10.0
626af8ea8c93e250e03bfaa6,,10.0,10.0,9.0,10.0
62879b859698ba45e6afa90f,"It was interesting, but slightly underpaid. That is if you want workers to take their time over rushing through it as quickly as possible.",10.0,10.0,6.0,6.0
59d0ec2446447f00011f0254,"I thought that the instructions were explained very well and I enjoyed participating in this study, thank you!",10.0,10.0,10.0,10.0
5e1c138a2bf9514062e4de6b,,10.0,10.0,6.0,6.0
5fefefa4c9707d3516361c9c,,10.0,10.0,8.0,8.0
63b6cee06aaa9fc9669b8cc2,,9.0,9.0,9.0,9.0
5dcdb60be64aaa07c14065cc,This was very interesting and the instructions were quite clear. ,10.0,9.0,9.0,8.0
5dee72917309b950e5262f3a,"The instructions were very clear and cogent, and everything went well. Nothing was particularly confusing. Thanks for the really interesting and unique study--it was a lot of fun!",10.0,10.0,10.0,8.0
5a47b7be2f91ec0001dcbfee,,8.0,9.0,10.0,10.0
5dd2f0818950ba2f90b01bc1,,10.0,10.0,10.0,8.0
63af62a1d6cc4166b7a6e646,,9.0,9.0,9.0,10.0
5b5a822e1ad8270001c4f28d,,8.0,6.0,8.0,10.0
5dcea7314d51e4107516c80d,This is the most elaborate and thought-provoking study I've encountered. ,10.0,10.0,10.0,6.0
5834b3f1d6ed08000154eadb,,10.0,10.0,7.0,10.0
6000cefee380e61fa9bc5ae4,,10.0,10.0,5.0,7.0
63bde9862392eebaf64770c2,"This was enjoyable, I appreciated thinking about these topics in this manner. ",10.0,9.0,9.0,8.0
60d898acd59f2f601e12bc39,,7.0,7.0,10.0,10.0
569298838d93fe000dfa033c,I wasn't confused at all. It was rather interesting. And the pay could ALWAYS be more than offered...,10.0,10.0,10.0,9.0
5d89106d1719af0001ee23e5,Thank you!,10.0,10.0,10.0,10.0
5eed1bae9e63ac127ac15a77,Thank you for presenting an array for choosing tasks 3 through 15.  It would have been a little tedious to do all 15 tasks one at a time.,10.0,10.0,9.0,10.0
5f032c613963d04d69c9327b,"Hi,No confusion.I hope my answers help your study.Thank you. ",8.0,10.0,9.0,9.0
645e7b6f73146e7738e162e7,The instructions were quite convoluted. ,7.0,8.0,4.0,6.0
60f989f2b726f86c3d24e13e,No comments.,9.0,8.0,8.0,9.0
5fac037f8861fb0f18c0b24d,,10.0,10.0,10.0,8.0
6401dc189a0c39635de7ebab,I have no major feedback to provide. Thank you for allowing me to participate.,9.0,9.0,9.0,10.0
6295661fe84d030298cf21f0,,8.0,10.0,8.0,7.0
5dced33fc944d1018c53c520,"I think the scenarios with showing Case 1 and Case 2 on the same page with different payoffs for each one were a bit confusing. At  the end my decisions for both were summarized, whereas I thought I was choosing one case over the other. That was the only confusion. ",8.0,8.0,10.0,7.0
63ea4ab1ce4168cbe9f63775,,3.0,8.0,1.0,2.0
57bdb5eb467f26000125db79,,9.0,10.0,8.0,9.0
6116f60ae8f48f7d1244e8d3,,10.0,10.0,10.0,10.0
60ca4cfb5c287146cad0695a,good luck with the study,7.0,7.0,7.0,6.0
586974bc127d7700018b0e1c,It was interesting to consider the effect of value bestowed by the question of originality.  Thanks.  Warhol would love it.,9.0,10.0,8.0,10.0
645906dc264ac9eb66b7f3ec,I do appreciate giving multiple chances to get answers right on the attention checks. Sometimes it takes my brain a couple of tries before I fully understand.,9.0,10.0,10.0,10.0
5e14ffee6f6c63b33cf77eb3,"I was not confused, it was interesting and fun",9.0,10.0,9.0,8.0
5acb7b0ae1099600016acdd6,No comments.,10.0,10.0,10.0,9.0
64413c375a0ded04a4e99a3f,Interesting thought exercises.,8.0,10.0,9.0,6.0
61575f1257634f8182c29c16,,10.0,10.0,10.0,10.0
62926b2bba027005e0a84475,,7.0,9.0,7.0,4.0
5b40ff8b3d066d0001609b63,I thought everything was great and very easy to understand. ,10.0,10.0,10.0,10.0
5dd9f0e719eecb97dfab7b48,,10.0,10.0,10.0,10.0
6101bcb1b6f73b8138d66252,Everything was easy to understand. I enjoyed participating.,10.0,10.0,10.0,8.0
643ebf44db98b64228ffb5a1,,10.0,10.0,10.0,7.0
6159d4026fd4e22c9f1179c1,,9.0,9.0,9.0,9.0
5c101f812a1a620001f04007,"Well, it was an interesting study!",10.0,10.0,10.0,10.0
5ede3d2ef7c9f9068776c4d2,I felt comfortable with the instructions. I understood everything just fine and didn't have any problems.,9.0,9.0,9.0,10.0
5ac50a19a3ba7a0001b4a483,,9.0,9.0,10.0,10.0
60c4e1091b936c7b812e5af4,,10.0,10.0,10.0,10.0
5c1980c24a03080001139d5a,,10.0,9.0,10.0,10.0
6111919f7c6e2daafc04d6a8,,10.0,10.0,10.0,8.0
60fe04ef652fd1fafaa4ae50,,9.0,10.0,9.0,10.0
5c3517a567013e0001eff811,Everything made sense.,8.0,9.0,9.0,9.0
5dd321de568ca5331021fb2b,"It was a fun study, thank you for allowing me to participate in it.",10.0,10.0,10.0,10.0
6369dfcfb205120e7442ea69,,9.0,8.0,9.0,8.0
5d4a41890e604c00011ade8b,,8.0,10.0,9.0,9.0
570d22b35e5156000efd8bd5,,10.0,10.0,10.0,10.0
62728884995a1a76605d0214,,8.0,7.0,8.0,7.0
63fcd09eb2a3b6b7ce286a11,,9.0,9.0,9.0,10.0
5ddcd77f23f9f1c2c45d6c18,"In asking if it were possible to tell the fake from the original book notes apart, you wanted a negative answer. It has to be possible because you know which one is real. I know it is not possible for anyone else to know, but it is possible for you.",7.0,10.0,9.0,9.0
62ddaf6866360121676c29c3,,10.0,10.0,10.0,8.0
63f2261685a2effaa7a16de6,"Wow! That was an interesting study. :-) I'd be curious as to what you learn from it. As for anything confusing, etc. -- I thought it all was easy to understand and follow. ",10.0,10.0,10.0,10.0
6003ef9269c7814f0ca7b46a,This was a interesting study! Very thought-provoking!,9.0,10.0,10.0,10.0
5b75d448be28580001b5a603,,10.0,10.0,9.0,9.0
64135e3d9cd5e3f16290d29c,yes I felt comfortable with the instructions.,9.0,9.0,8.0,9.0
642954d588469609635ad049,,10.0,10.0,10.0,10.0
646678b318a5b18f7d815a52,,7.0,5.0,9.0,9.0
63e54fcea0c5230798a8303b,Nothing was confusing. I enjoyed it.,10.0,10.0,10.0,10.0
62b9c2f1e55fe9f17dfedc5d,,9.0,9.0,9.0,8.0
6052961c99d0779f4f953050,I didn't have any issues and found the survey interesting. Especially learning about the Andy Warhol print.,10.0,10.0,10.0,8.0
612a5744ab67e0bc1b93dd8b,,8.0,8.0,8.0,10.0
5d7047d764b37b0017ffa710,,10.0,10.0,9.0,9.0
63c13fcab1eda5bbe034a17c,,10.0,10.0,10.0,7.0
61215e3aa4bfb36533f6c77c,Good,9.0,8.0,9.0,9.0
5f0a686635f72917e94c7a63,I enjoyed doing this study. I thought it was interesting and I learned a few things from it. ,10.0,10.0,10.0,9.0
62b055b8af4eda974466ad0d,,10.0,10.0,10.0,10.0
632f16551c905f94e05945bd,,7.0,8.0,9.0,9.0
62fe6312269d0e4ae894297b,,7.0,7.0,8.0,6.0
6478d8ebc903ff941f361448,,7.0,9.0,9.0,8.0
60e7639e8eca5490df1e412e,,10.0,10.0,10.0,10.0
63d4857d5c9e6f18b03027b3,"Thank you for the opportunity to participate, it is appreciated.  ",9.0,9.0,9.0,9.0
5b33a01fa8327d0001003821,I don't have  any suggestions  or  comments.,9.0,9.0,9.0,10.0
63bd81516745e78ee7f50f7f,,10.0,10.0,10.0,10.0
6387babfacd7cd425ca0d01f,This was interesting. Thank you. ,10.0,10.0,9.0,10.0
58503134ed99c80001cebc0a,It was a nice thinking exercise and fun to do!,10.0,10.0,10.0,10.0
5e7acbd0373d5e0c087a112c,,9.0,10.0,10.0,10.0
62bd1d1283b326cde10cf27a,,9.0,10.0,9.0,7.0
57658ec09dcd970001dbdbd5,,10.0,10.0,10.0,10.0
61bb389740db417c1a138cad,"It was a good study, no of the instructions were confusing.",10.0,10.0,9.0,9.0
5765dffd7805730001ecfcd0,,10.0,10.0,10.0,10.0
63d156100e702f67d226f892,good study and easy to understand ,10.0,10.0,10.0,10.0
63dd3dd2593c92be97d8dbde,,10.0,10.0,10.0,10.0
5d863f244d401800016ece02,It wasn't too difficult and seemed straight forward.,8.0,8.0,8.0,9.0
5f9057735c69b00e72665f84,N/A.,10.0,10.0,9.0,10.0
5bcbd66377740000016a64b0,"I will be thinking about this, and delve more into why I answered as I did.",10.0,10.0,9.0,10.0
5ec6747917fbef0476a0841a,Everything seemed clear and straightforward.,8.0,9.0,9.0,9.0
5dcc820f90f10891fa6b21e9,,8.0,8.0,9.0,8.0
5e34325430e5263f0bebb32d,none,10.0,10.0,10.0,9.0
63f77918727a980f950a4e86,,7.0,9.0,7.0,4.0
633c74ad6178784ed5b52104,,10.0,8.0,10.0,10.0
5d1511f1e814b800016108a6,,10.0,10.0,10.0,10.0
5ea974ce007217052a763022,This was a very fun study! I hope Alex likes their books!,9.0,9.0,10.0,9.0
63d73ed8b1c15ff155c74597,everything was fine.,9.0,9.0,9.0,9.0
610049f981983d371de57fbf,This study was pretty clear. ,9.0,9.0,9.0,9.0
5b91f3f9d99ca20001ef6d8b,"I was a little confused about the initial task.   The final tasks, beginning with ""the experience machine"" were easily understood.  I did put in my best effort for all tasks.",7.0,7.0,6.0,10.0
5d83dba73dfcaa0019a3125f,Everything was fine,10.0,10.0,10.0,10.0
6273088a00cf446a9c9cd8f6,,9.0,10.0,9.0,10.0
6102c1985bc0272a6ac32793,,10.0,10.0,10.0,10.0
62ed458d61ebd1930833e95a,The instructions were fine. I had no problem understanding them.,10.0,10.0,9.0,9.0
63ce4a983479277bba4987c5,Great study!,10.0,10.0,9.0,9.0
5f636ecb4ea0bf03d640028f,,10.0,10.0,10.0,10.0
62950797c66ad6f3715bb6e6,Have a great day!,9.0,9.0,10.0,9.0
60c4e59f7d316239aa92f87d,Everything was clear and concise.,10.0,10.0,10.0,10.0
5dce29700ad506063969a4a5,,10.0,10.0,9.0,10.0
632a385defc440ca225a32b4,Great and interesting study to partake in ,9.0,8.0,9.0,9.0
63312f0451ba56e5a520eb62,This study is worth undertaking ,9.0,10.0,8.0,9.0
57298879dfbb55000903bbbe,no comment,9.0,9.0,9.0,10.0
6413577c3565b8c76d846034,The study was done well. No changes are needed.,8.0,10.0,9.0,8.0
5fbd18be2b7651043385b705,,9.0,9.0,9.0,8.0
61222038c2048b50449284a1,I wasn’t confused about anything. Thank you for letting me take this survey.,10.0,10.0,9.0,10.0
6404f184dffe93798dca0f5f,Enjoyed the survey. Makes ya think.,9.0,10.0,10.0,10.0
63483c4522d65d46028da7a7,,10.0,10.0,10.0,9.0
5db753692a16b8000b4d44f6,,8.0,10.0,10.0,9.0
56b43607c54e3c000d3c9b0b,This was not confusing at all.,8.0,9.0,8.0,10.0
5bcd80e232e46700016f76e5,,8.0,9.0,8.0,10.0
5c26ff27bbcebf0001cc8eeb,,10.0,10.0,10.0,10.0
647dde92d730823a9e5c7f0f,"Wonderful! Especially with the Warhol video at the end as I was not aware. Mostly, I enjoyed the way that you led up to the video and incorporated game theory. Art forgeries are tricky. Life is tricky. Thanks for the dose of contemplation! Game theory without the difficult mathematics :0)",10.0,10.0,10.0,10.0
5a8f13595292b80001235e09,,8.0,10.0,8.0,7.0
615e1782e969d4939045c54f,"The study was okay, the video was eye opening ",10.0,10.0,8.0,6.0
5c388683fb3f0f0001fdf65a,Everything was clear so far. I don't often get to work on a unique decision making study like this so thank you for offering it. I would love to participate in more studies like this in the future.,10.0,10.0,8.0,8.0
610455c1ee6fdb0b18a4bcf2,,8.0,8.0,5.0,10.0
6238dfab577ecd4adb97a917,WAS FUN,10.0,10.0,10.0,10.0
54d2c4e2fdf99b2c319a8cf6,,10.0,10.0,10.0,10.0
5fba83d59b6574a3b7a9cdef,,7.0,9.0,8.0,7.0
5dd40277e08a363e4e006384,,10.0,10.0,10.0,10.0
5d8e64ab4e055600157a3d90,,10.0,10.0,10.0,10.0
63d3fec908b40217bbd48993,,10.0,10.0,10.0,10.0
62885de1cdfe242015ccacef,I liked the study! It was not an easy one! Congrats! ,9.0,9.0,9.0,2.0
63dac3039dddeaa909a790fb,,10.0,10.0,8.0,10.0
6400d98030c52020eabfd538,,9.0,9.0,9.0,9.0
5e2ac2aa0038f21089a533a4,,10.0,10.0,10.0,10.0
5e349833001ff8468fda08c6,,10.0,10.0,8.0,10.0
5d46daa91274770001916403,,10.0,10.0,10.0,10.0
5bf4f905345b9b00016eda45,I didn't mind this study at all.,10.0,10.0,7.0,9.0
5c395df5f5ebd50001850900,,9.0,10.0,9.0,8.0
632ff41f3631baf749984e3e,I like that this study had clear instructions and that some of the questions were open ended which allowed me to give more of an opinion as opposed to just selecting from a list of multiple choices.,10.0,10.0,10.0,10.0
633dbb46887d82536a9ee265,,8.0,10.0,6.0,7.0
5d16d17119d2ed0015e21360,Very interesting study. ,10.0,10.0,10.0,10.0
5d127351768ee30019d6231f,,10.0,10.0,10.0,10.0
641b75662ac773952a58da70,no feedback,10.0,10.0,10.0,10.0
5ba4057af0741400010637b9,,7.0,8.0,9.0,10.0
63f78c9346da47f7f8f3aef9,"fun questions, good pay, thank you!",10.0,10.0,10.0,10.0
60284b049e884437b220b172,,10.0,10.0,10.0,10.0
578d3224900cc80001d2e704,,10.0,10.0,10.0,10.0
5c830a66d6a4d0000164097d,,10.0,10.0,10.0,10.0
60fcd2dd707fa1b11edb5152,,10.0,10.0,9.0,9.0
6266a87a7adacd7a91cabc93,"I enjoyed this survey very much. However, I want to be completely honest that the Andy Warhol video did not play for me. (I am on Safari). I did go to the website ""Museum of Forgeries"" and read the article, however and answered with that knowledge. ",9.0,9.0,10.0,9.0
5f91a6bf59acc003a749718a,,10.0,10.0,10.0,10.0
63bc819194ca25a555eb8fb5,I enjoyed this study a lot and thought it was one of the better ones that I've gotten on this platform. Thank you for the opportunity.,10.0,10.0,10.0,10.0
